text_id,file_path,student_gender,year_of_birth,first_language,education,paper_discipline,student_id,student_level,date,module_title,module_code,paper_type,discipline,disciplinary_group,grade,number_of_authors,number_of_words,number_of_s_units,number_of_p,number_of_tables,number_of_figures,number_of_block_quotes,number_of_formulae,number_of_lists,number_of_paragraphs_formatted_like_lists,abstract_present,average_words_per_s_unit,average_s_units_per_p,macrotype_of_assignment
3010b,data/text_data/bawe_body/3010b.txt,F,1982,Chinese Cantonese,UKa,BA Hotel & Restaurant Management,3010,3,2005-02,Managing People in International H & T Industries,U54040,Literature survey,"Hospitality, Leisure & Tourism Management",SS,D,1,1625,57,20,0,0,0,0,0,0,no abstract,28.5,2.9,simple assignment
3011d,data/text_data/bawe_body/3011d.txt,M,1977,German,OSa,MSc International Hotel and Tourism Management,3011,4,2005-03,Strategic management in International Tourism Firms,P58908,Case study,"Hospitality, Leisure & Tourism Management",SS,D,1,2652,134,27,0,0,1,0,0,0,no abstract,19.8,5,simple assignment
3012a,data/text_data/bawe_body/3012a.txt,F,1984,French,OSa,MA English,3012,4,2005-10,Changing Literature,P67067,Narrative recount,English,AH,M,1,3482,172,21,0,0,2,0,0,0,no abstract,20.2,8.2,compound assignment consisting of 3 parts (see notesStmt for details)
3013j,data/text_data/bawe_body/3013j.txt,F,1983,Persian,OSa,MSc International Hotel and Tourism Management,3013,4,2006-10,International Financial Planning and Control,P58900,Explanation,"Hospitality, Leisure & Tourism Management",SS,M,1,2463,94,24,0,0,0,0,1,0,abstract present,26.2,3.9,simple assignment
3014b,data/text_data/bawe_body/3014b.txt,F,1983,English,UKa,BA Anthropology,3014,2,2003-11,Social Anthropology: Theories and Philos.,M07320,Essay,Anthropology,SS,NA,1,2842,105,16,0,0,0,0,0,0,no abstract,27.1,6.6,simple assignment
3015a,data/text_data/bawe_body/3015a.txt,M,1978,German,OSa,MSc International Hotel and Tourism Management,3015,4,2005-02,Contemporary Issues in International Hospitality and Tourism,P58905,Research report,"Hospitality, Leisure & Tourism Management",SS,D,1,3759,140,20,0,1,0,0,0,0,abstract present,26.9,7,simple assignment
3016b,data/text_data/bawe_body/3016b.txt,M,1980,English,UKa,BA Anthropology,3016,3,2004-NA,Archeology of Human Origins,U20132,Essay,Anthropology,SS,D,1,2388,74,15,0,0,0,0,0,0,no abstract,32.3,4.9,simple assignment
3017c,data/text_data/bawe_body/3017c.txt,F,1983,Chinese unspecified,OSa,MSc International Travel and Tourism Management,3017,4,2004-12,E Distribution in the Travel Trade,P58903,Essay,"Hospitality, Leisure & Tourism Management",SS,M,1,3357,168,44,5,5,0,0,0,0,no abstract,20,3.8,simple assignment
3018b,data/text_data/bawe_body/3018b.txt,F,1983,Chinese unspecified,OSa,BA Business and Hospitality,3018,2,2003-05,Management Accounting for the H & T Industries,U54030 (M03179),Proposal,"Hospitality, Leisure & Tourism Management",SS,D,1,2643,139,125,0,0,0,0,19,32,no abstract,19,1.1,simple assignment
3019c,data/text_data/bawe_body/3019c.txt,M,1985,English,UKa,BA Philosophy and Marketing Management,3019,2,2005-09,Early Modern Philosophy,U73121,Essay,Philosophy,AH,M,1,1687,77,25,0,0,7,0,0,0,no abstract,21.9,3.1,simple assignment
3020a,data/text_data/bawe_body/3020a.txt,M,1978,German,OSa,BA International Hospitality Management,3020,3,2005-03,Managing People in International H & T Industries,U54040,Essay,"Hospitality, Leisure & Tourism Management",SS,M,1,1590,62,7,0,0,0,0,0,0,no abstract,25.6,8.9,simple assignment
3021b,data/text_data/bawe_body/3021b.txt,F,1986,Slovenian,OSa,BA Japanese language and culture,3021,1,2005-04,Introduction to Japanese Society and Culture,U20105,Critique,Anthropology,SS,M,1,1142,30,7,0,0,0,0,0,0,no abstract,38.1,4.3,simple assignment
3022c,data/text_data/bawe_body/3022c.txt,F,1981,German,OSa,BA International Hospitality Management,3022,3,2005-04,Managing People in International H & T Industries,U54040,Essay,"Hospitality, Leisure & Tourism Management",SS,M,1,1508,58,10,0,0,0,0,0,0,no abstract,26,5.8,simple assignment
3023a,data/text_data/bawe_body/3023a.txt,F,1985,English,UKa,BSc Hons. Psychology/Publishing,3023,2,2005-05,Managing Publishing Resources,U65023,Case study,Publishing,SS,M,1,2900,120,36,2,1,0,0,0,0,no abstract,24.2,3.3,simple assignment
3024a,data/text_data/bawe_body/3024a.txt,F,1985,English,UKa,BA Publishing (Hons),3024,2,2005-04,Marketing for Publishing,U65022,Proposal,Publishing,SS,D,1,2122,97,40,0,0,0,0,1,6,no abstract,21.9,2.4,simple assignment
3025b,data/text_data/bawe_body/3025b.txt,F,1958,English,UKa,MA Publishing,3025,4,2005-03,Publishing and Language Issues,P65026,Essay,Publishing,SS,D,1,1961,82,34,0,0,3,0,5,0,no abstract,23.9,2.4,simple assignment
3026d,data/text_data/bawe_body/3026d.txt,M,1986,French,UK2,BSc Computing,3026,1,2004-11,Structured programming,U08003,Design specification,Computer Science,PS,D,1,3974,157,71,36,0,0,14,14,6,no abstract,25.3,2.2,simple assignment
3027a,data/text_data/bawe_body/3027a.txt,F,1987,English,UKa,BA Anthropology,3027,1,2005-10,Introduction to Social Anthropology,U20104,Narrative recount,Anthropology,SS,D,1,1243,70,18,0,0,0,0,0,5,no abstract,17.8,3.9,complex but non-compound assignment (see notesStmt for details)
3028d,data/text_data/bawe_body/3028d.txt,M,1976,English,UKa,BSc hons. Anthropology/Philosophy,3028,3,2005-11,Archeology of Human Origins,U20132,Essay,Anthropology,SS,M,1,4578,173,53,0,2,1,0,7,10,no abstract,26.5,3.3,simple assignment
3029c,data/text_data/bawe_body/3029c.txt,F,1979,English,UKa,MSc Primate Conservation,3029,4,2004-04,Genetics and Population Management,P20104,Essay,Anthropology,SS,D,1,2564,100,19,0,0,0,0,0,0,no abstract,25.6,5.3,simple assignment
3030a,data/text_data/bawe_body/3030a.txt,F,1962,English,UKa,BA (hons) Social Work,3030,2,2005-04,Research Methods and Analysis,U43744,Literature survey,Health,LS,D,1,2902,134,46,1,0,0,0,0,10,no abstract,21.7,2.9,simple assignment
3031a,data/text_data/bawe_body/3031a.txt,F,1985,English,UKa,Pedriatric Nursing,3031,2,2005-05,Research Awareness and Critical Appraisal,U43740,Critique,Health,LS,M,1,1683,69,20,0,0,0,0,1,0,no abstract,24.4,3.5,simple assignment
3032e,data/text_data/bawe_body/3032e.txt,F,1974,English,UKa,BA (Hons) Mental Health Nursing,3032,2,2005-04,Child and Family mental Health,U43751,Case study,Health,LS,D,1,2708,77,10,0,0,0,0,0,0,no abstract,35.2,7.7,simple assignment
3033a,data/text_data/bawe_body/3033a.txt,F,1974,English,UKa,BA (hons) Social Work,3033,2,2005-04,Research Methods and Analysis,U43744,Literature survey,Health,LS,D,1,2928,111,23,0,0,0,0,0,0,no abstract,26.4,4.8,simple assignment
3034c,data/text_data/bawe_body/3034c.txt,F,1982,English,UKa,Midwifery,3034,1,2004-02,"Health, people and society",M11901,Essay,Health,LS,M,1,3225,75,8,0,0,0,0,0,0,no abstract,43,9.4,simple assignment
3035a,data/text_data/bawe_body/3035a.txt,F,1984,English,UKa,Occupational Therapy,3035,2,2004-12,Research Methods and Analysis,U43744,Proposal,Health,LS,M,1,2882,105,45,0,0,0,0,4,8,no abstract,27.4,2.3,compound assignment consisting of 1 parts (see notesStmt for details)
3037a,data/text_data/bawe_body/3037a.txt,F,1983,English,UKa,"Publishing, communication culture and media",3037,1,2005-10,Publishing Today: Principles & Practice 1,U65000,Literature survey,Publishing,SS,D,1,2384,90,26,0,0,0,0,0,0,no abstract,26.5,3.5,complex but non-compound assignment (see notesStmt for details)
3038b,data/text_data/bawe_body/3038b.txt,F,1983,English,UKa,International Tourism Management,3038,3,2005-05,Tourism Impact Analysis,U57266,Essay,"Hospitality, Leisure & Tourism Management",SS,M,1,2067,65,12,0,0,0,0,0,0,no abstract,31.8,5.4,simple assignment
3039a,data/text_data/bawe_body/3039a.txt,M,1980,Chinese Cantonese,OSa,Computing and Information Systems,3039,3,2005-12,Safety Critical Systems,U08183,Explanation,Computer Science,PS,M,1,2500,96,47,0,0,3,0,7,0,no abstract,26,2,simple assignment
3040b,data/text_data/bawe_body/3040b.txt,F,1984,English,UKa,BSc (hons) Hospitality and Tourism Management,3040,3,2005-11,Understanding Leisure,U54066,Essay,"Hospitality, Leisure & Tourism Management",SS,M,1,1994,67,21,0,0,1,0,0,0,no abstract,29.8,3.2,simple assignment
3041a,data/text_data/bawe_body/3041a.txt,F,1986,English,UKa,Business and Tourism Management,3041,1,2005-10,Understanding Hospitality Businesses,U54001,Essay,"Hospitality, Leisure & Tourism Management",SS,D,1,2097,99,12,0,0,0,0,0,0,no abstract,21.2,8.3,simple assignment
3042h,data/text_data/bawe_body/3042h.txt,M,1983,English,UKa,Tourism Management / Spanish Studies,3042,3,2005-12,Imagining Latin America: Cultures & Literatures,U63540,Essay,other,AH,D,1,1710,47,13,0,0,0,0,0,0,no abstract,36.4,3.6,simple assignment
3043b,data/text_data/bawe_body/3043b.txt,F,1978,German,OSa,International Hotel & Tourism Management,3043,4,2005-12,International Human Resource Management,P58901,Proposal,"Hospitality, Leisure & Tourism Management",SS,M,1,6431,330,72,0,0,10,0,0,0,abstract present,19.5,4.6,simple assignment
3044c,data/text_data/bawe_body/3044c.txt,M,1970,Swedish,OSa,MSc Primate Conservation,3044,4,2005-12,Primate Conservation - Research Methods,P20103,Proposal,Anthropology,SS,M,1,5303,219,64,2,0,0,0,4,3,abstract present,24.2,3.4,simple assignment
3045d,data/text_data/bawe_body/3045d.txt,F,1979,Italian,OSa,MA Publishing,3045,4,2006-03,Publishing and Language Issues,P65026,Explanation,Publishing,SS,D,1,2135,73,47,0,0,2,0,0,0,no abstract,29.2,1.6,simple assignment
3046a,data/text_data/bawe_body/3046a.txt,M,1980,Norwegian,OSa,MSc Hotel and Tourism Management,3046,4,2005-11,International Marketing Management,P58902,Proposal,"Hospitality, Leisure & Tourism Management",SS,D,1,6443,274,61,1,0,0,0,0,0,no abstract,23.5,4.5,simple assignment
3047e,data/text_data/bawe_body/3047e.txt,F,1984,Chinese unspecified,UK8,MSc International Travel and Tourism Management,3047,1,2004-04,Tourism Concepts,M07205,Case study,"Hospitality, Leisure & Tourism Management",SS,M,1,1719,75,21,0,9,0,0,0,0,no abstract,22.9,3.6,simple assignment
3048b,data/text_data/bawe_body/3048b.txt,F,1984,English,UKa,MA Publishing,3048,4,2006-04,History and Culture of Publishing,P65029,Essay,Publishing,SS,D,1,3214,107,16,0,0,7,0,0,0,no abstract,30,6.7,simple assignment
3049a,data/text_data/bawe_body/3049a.txt,M,1981,English,OSa,MSc International Hotel and Tourism Management,3049,4,2005-12,Electronic distribution,P58903,Critique,"Hospitality, Leisure & Tourism Management",SS,D,1,6598,256,35,0,0,0,0,0,0,no abstract,25.8,7.3,simple assignment
3050b,data/text_data/bawe_body/3050b.txt,F,1977,Chinese unspecified,OSa,MSc International Travel and Tourism Management,3050,4,2005-12,Tourist Consumer Behaviour,P58904,Critique,"Hospitality, Leisure & Tourism Management",SS,M,1,3098,108,14,0,1,0,0,0,0,no abstract,28.7,7.7,simple assignment
3052e,data/text_data/bawe_body/3052e.txt,M,1985,French,OSa,Computing,3052,3,2005-12,Distributed client-server systems,U08184,Design specification,Computer Science,PS,M,1,2528,141,61,0,7,0,5,1,6,no abstract,17.9,2.3,simple assignment
3053a,data/text_data/bawe_body/3053a.txt,F,1984,English,UKa,BA Anthropology/Environmental Design & Conservation,3053,3,2005-12,Japan at play,U20125,Essay,Anthropology,SS,D,1,1829,93,23,0,14,0,0,0,0,no abstract,19.7,4,simple assignment
3055a,data/text_data/bawe_body/3055a.txt,F,1986,English,UKa,BA Anthropology/Psychology,3055,1,2005-11,Introduction to Social Anthropology,U20104,Essay,Anthropology,SS,D,1,1525,55,9,0,0,1,0,0,0,no abstract,27.7,6.1,simple assignment
3057b,data/text_data/bawe_body/3057b.txt,F,1985,French,OSa,MA English Studies in France,3057,3,2006-03,Language through Literature,U70025,Essay,English,AH,D,1,1339,43,7,0,0,2,0,0,0,no abstract,31.1,6.1,simple assignment
3058a,data/text_data/bawe_body/3058a.txt,F,1983,English,UK5,BSc Adult Nursing,3058,1,2005-12,Introduction to professional Practice,U40101,Essay,Health,LS,M,1,1077,33,12,0,0,0,0,0,0,no abstract,32.6,2.8,simple assignment
3059a,data/text_data/bawe_body/3059a.txt,F,1985,English,UKa,BSc Children's Nursing,3059,1,2004-12,Partnerships in Practice 1,U43700,Narrative recount,Health,LS,M,1,3391,123,52,0,0,0,0,4,26,no abstract,27.6,2.4,simple assignment
3060d,data/text_data/bawe_body/3060d.txt,F,1976,English,UKa,MSc Primate Conservation,3060,4,2004-03,Genetics and Population Management,P20104,Essay,Anthropology,SS,M,1,2089,92,15,0,0,0,0,0,0,no abstract,22.7,6.1,simple assignment
3061a,data/text_data/bawe_body/3061a.txt,F,1983,German,OSa,Erasmus/Modular Diploma in Advanced Study,3061,3,2005-10,Advanced Textual Analysis,U67022,Essay,English,AH,M,1,1243,53,7,0,0,0,0,0,0,no abstract,23.5,7.6,simple assignment
3063a,data/text_data/bawe_body/3063a.txt,F,1974,English,UKa,MSc Primate Conservation,3063,4,2005-10,Research methods,P20103,Methodology recount,Anthropology,SS,M,1,1214,54,15,2,2,0,0,0,0,no abstract,22.5,3.6,simple assignment
3064h,data/text_data/bawe_body/3064h.txt,F,1984,English,UKa,BSc Occupational Therapy,3064,2,2005-02,Research Methods and Analysis,U43744,Proposal,Health,LS,D,1,2058,80,37,2,0,0,0,4,12,no abstract,25.7,2.2,simple assignment
3066d,data/text_data/bawe_body/3066d.txt,F,1987,English,UKa,BA English Studies and Sociology,3066,1,2006-04,Reading Narrative,U67011,Essay,English,AH,M,1,1603,78,16,0,0,3,0,0,0,no abstract,20.6,4.9,simple assignment
3067a,data/text_data/bawe_body/3067a.txt,F,1964,Chinese unspecified,OSa,MA Publishing,3067,4,2005-12,Marketing Management for Publishing,P65023,Proposal,Publishing,SS,D,1,2548,139,75,2,6,1,0,7,38,no abstract,18.3,1.9,simple assignment
3068a,data/text_data/bawe_body/3068a.txt,F,1986,English,UKa,BA English studies and History,3068,1,2006-03,Approaching Poetry,U67010,Essay,English,AH,M,1,1046,43,10,0,0,4,0,0,0,no abstract,24.3,4.3,simple assignment
3069c,data/text_data/bawe_body/3069c.txt,F,1985,English,UKa,BSc Occupational Therapy,3069,1,2005-03,Applied Social Science for Health and Social Care,U43701,Essay,Health,LS,M,1,3282,140,16,0,0,0,0,0,0,no abstract,23.4,8.8,simple assignment
3071a,data/text_data/bawe_body/3071a.txt,M,1984,French,OSa,BA English Studies,3071,3,2006-03,Language through Literature,U70025,Essay,English,AH,M,1,1110,31,8,0,0,1,0,0,0,no abstract,35.8,3.9,simple assignment
3072b,data/text_data/bawe_body/3072b.txt,F,1985,French,OSa,BSc Computing Science,3072,1,2004-11,Structured programming,U08003,Design specification,Computer Science,PS,M,1,2327,247,221,3,0,0,1,0,206,no abstract,9.4,1.1,simple assignment
3073b,data/text_data/bawe_body/3073b.txt,F,1982,Chinese unspecified,OSa,MSc International Hotel and Tourism Marketing Management,3073,4,2007-01,Contemporary issues in international hospitality and tourism,P58905,Essay,"Hospitality, Leisure & Tourism Management",SS,M,1,5472,140,34,1,0,0,0,0,0,abstract present,39.1,4.1,simple assignment
3074a,data/text_data/bawe_body/3074a.txt,F,1981,German,OSa,BSc International Tourism Management,3074,3,2006-03,Managing people in int'l hosp. and tourism industries,U54040,Essay,"Hospitality, Leisure & Tourism Management",SS,D,1,1916,99,12,0,0,2,0,0,0,no abstract,19.4,8.3,simple assignment
3075b,data/text_data/bawe_body/3075b.txt,F,1984,English,UKa,BSc International Hospitality management,3075,1,2003-12,Understanding Hospitality Businesses,U54001,Essay,"Hospitality, Leisure & Tourism Management",SS,D,1,2384,94,15,0,2,0,0,0,0,no abstract,25.4,6.3,simple assignment
3076a,data/text_data/bawe_body/3076a.txt,M,1978,English,UKa,BSc Adult Nursing,3076,2,2004-12,Lifespan and diversity II,U40122,Narrative recount,Health,LS,M,1,2366,99,13,0,0,0,0,0,0,no abstract,23.9,7.6,simple assignment
3079b,data/text_data/bawe_body/3079b.txt,F,1976,English,UKa,BSc Physiotherapy,3079,2,2004-12,Research Methods and Analysis,U43744,Proposal,Health,LS,M,1,1460,69,20,0,0,0,0,1,0,no abstract,21.2,3.5,simple assignment
3080a,data/text_data/bawe_body/3080a.txt,F,1985,English,UKa,BA English Studies,3080,1,2005-03,Approaching Poetry,U67010,Literature survey,English,AH,D,1,1189,38,11,0,0,0,0,0,0,no abstract,31.3,3.5,simple assignment
3081a,data/text_data/bawe_body/3081a.txt,F,1978,Hungarian,OSa,MSc International Hotel and Tourism Marketing Management,3081,4,2005-11,Tourist Consumer Behaviour,P58904,Critique,"Hospitality, Leisure & Tourism Management",SS,D,1,3330,127,33,0,1,1,0,0,0,no abstract,26.2,3.8,simple assignment
3082a,data/text_data/bawe_body/3082a.txt,F,1984,English,UKa,Hospitality management,3082,3,2006-04,"Entrepreneurship in the H, L and T Industries",U54064,Critique,"Hospitality, Leisure & Tourism Management",SS,D,1,2142,91,15,0,0,0,0,0,0,no abstract,23.5,6.1,simple assignment
3083b,data/text_data/bawe_body/3083b.txt,F,1987,English,UKa,BA Hons History,3083,1,2006-03,Approaching Poetry,U67010,Essay,English,AH,M,1,1201,30,9,0,0,1,0,0,0,no abstract,40,3.3,simple assignment
3085b,data/text_data/bawe_body/3085b.txt,M,1983,Chinese Cantonese,OSa,BA Tourism Management,3085,3,2006-03,Revenue and Profit management for Hospitality and Tourism,U54030,Problem question + Essay,"Hospitality, Leisure & Tourism Management",SS,D,1,1779,78,27,2,0,0,0,0,0,no abstract,22.8,2.9,simple assignment
3086a,data/text_data/bawe_body/3086a.txt,F,1976,Italian,OSa,MA Publishing,3086,4,2006-05,History and Culture of Publishing,P65029,Essay,Publishing,SS,M,1,2978,137,77,0,0,0,0,0,0,no abstract,21.7,1.8,simple assignment
3088e,data/text_data/bawe_body/3088e.txt,F,1986,English,UKa,BA Anthropology and English,3088,1,2006-04,Approaching Poetry,U67010,Literature survey,English,AH,D,1,2994,66,9,0,0,10,0,0,0,no abstract,45.4,7.3,simple assignment
3089e,data/text_data/bawe_body/3089e.txt,F,1986,English,UKa,BA Publishing (Hons),3089,1,2006-02,Introduction to magazine publishing,U65004,Explanation + Explanation + Explanation + Explanation,Publishing,SS,D,1,2109,95,21,0,0,0,0,0,0,no abstract,22.2,4.5,compound assignment consisting of 4 parts (see notesStmt for details)
3090b,data/text_data/bawe_body/3090b.txt,F,1983,English,UKa,BSc Motorsport Technology,3090,1,2005_02,Mechanical Engineering Principles,M04503,Methodology recount,Engineering,PS,M,1,1197,96,60,3,12,0,14,1,7,no abstract,12.5,1.6,simple assignment
3091b,data/text_data/bawe_body/3091b.txt,M,1981,English,UKa,BEng Mechanical Engineering,3091,2,2005-02,Engineering Dynamics 1,U04522,Critique,Engineering,PS,M,1,3682,189,102,1,11,0,19,4,8,abstract present,19.5,1.9,simple assignment
3092h,data/text_data/bawe_body/3092h.txt,F,1980,English,UKa,BSc Adult Nursing,3092,3,2006-11,Making Decisions and Using Evidence in Adult Nursing,U40132,Narrative recount,Health,LS,D,1,4028,121,19,0,0,0,0,0,0,no abstract,33.3,6.4,simple assignment
3093a,data/text_data/bawe_body/3093a.txt,M,NA,Chinese unspecified,UK1.5,Computing,3093,1,2006-04,Foundations of Intelligent Systems,U08002,Explanation,Computer Science,PS,D,1,1431,71,16,0,0,0,0,1,0,no abstract,20.2,4.4,simple assignment
3094b,data/text_data/bawe_body/3094b.txt,M,1979,Sinhala,OSa,BSc Computing and Information Systems,3094,3,2005-12,Data Structures,U08020,Design specification,Computer Science,PS,D,1,1325,84,64,1,0,1,2,4,23,no abstract,15.8,1.3,simple assignment
3095b,data/text_data/bawe_body/3095b.txt,M,1985,English,UKa,BSc City and Regional Planning,3095,2,2005-10,Urban develoopment process and finance,U37721,Essay,Architecture,PS,M,1,1452,52,23,1,0,10,0,0,0,no abstract,27.9,2.3,simple assignment
3096a,data/text_data/bawe_body/3096a.txt,M,1985,English,UKa,BSc Architecture,3096,1,2006-04,Introduction to architectural history and theory,U30007,Essay,Architecture,PS,D,1,1828,70,17,0,0,1,0,0,0,no abstract,26.1,4.1,simple assignment
3098b,data/text_data/bawe_body/3098b.txt,M,1983,English,UKa,BA Anthropology and Philosophy,3098,3,2006-03,Dissertation,U73199,Research report,Philosophy,AH,M,1,9360,354,46,0,0,4,0,0,5,abstract present,26.4,7.7,simple assignment
3099d,data/text_data/bawe_body/3099d.txt,M,1984,English,OSa,BA Philosophy and Japanese Language & Culture,3099,1,2005-12,Humand Development and Learning,U70700,Essay,Philosophy,AH,M,1,1502,67,6,0,0,0,0,0,0,no abstract,22.4,11.2,simple assignment
3100a,data/text_data/bawe_body/3100a.txt,M,1985,English,UKa,BA English and Film,3100,1,2005-03,Aspects of European Renaissance Literature,U67014,Essay,English,AH,M,1,1544,46,10,0,0,0,0,0,0,no abstract,33.6,4.6,simple assignment
3101b,data/text_data/bawe_body/3101b.txt,F,1986,English,UKa,BA Hotel and Restaurant Management,3101,1,2004-12,Hospitality Operations Skills,U54003,Narrative recount,"Hospitality, Leisure & Tourism Management",SS,M,1,1888,106,9,0,0,0,0,0,0,no abstract,17.8,11.8,simple assignment
3108e,data/text_data/bawe_body/3108e.txt,F,1987,English,UKa,BA English Studies,3108,1,2006-05,Aspects of European modernism,U67015,Essay,English,AH,M,1,2327,93,25,0,0,2,0,0,0,no abstract,25,3.7,simple assignment
3109a,data/text_data/bawe_body/3109a.txt,F,1986,English,UKa,BSc City and Regional Planning,3109,2,2006-10,Urban develoopment process and finance,U37721,Essay,Planning,PS,M,1,1520,53,11,0,0,5,0,0,0,no abstract,28.7,4.8,simple assignment
3110d,data/text_data/bawe_body/3110d.txt,F,1986,English,UKa,BA English (major) with History of Art,3110,1,2005-05,Approaching Poetry,U67010,Literature survey,English,AH,D,1,3589,24,12,0,0,8,0,0,0,no abstract,149.5,2,simple assignment
3113a,data/text_data/bawe_body/3113a.txt,M,1979,Serbian,OSa,PG Diploma in Architecture,3113,4,2005-11,Professional practice and management,P30008,Narrative recount,Architecture,PS,D,1,7814,333,96,0,0,0,0,13,0,no abstract,23.5,3.5,simple assignment
3114b,data/text_data/bawe_body/3114b.txt,F,1986,English,UKa,Children Nursing,3114,3,2006-10,Therapeutic skills in complex health care,U40525,Narrative recount,Health,LS,M,1,3836,134,27,0,2,4,0,0,0,no abstract,28.6,5,simple assignment
3115a,data/text_data/bawe_body/3115a.txt,F,1982,Chinese unspecified,OSa,MSc Applied Human Nutrition,3115,4,2006-11,Food Science,U16503,Methodology recount,Food Sciences,LS,D,1,1727,89,27,1,0,1,2,0,0,abstract present,19.4,3.3,simple assignment
3118b,data/text_data/bawe_body/3118b.txt,F,1968,English,UKa,MA TESOL,3118,4,2006-06,Teaching EAP,P70126,Research report,Linguistics,AH,D,1,4538,177,55,0,0,0,0,0,0,no abstract,25.6,3.2,simple assignment
3119a,data/text_data/bawe_body/3119a.txt,F,1978,English,UKa,BA Dietetics,3119,1,2005-05,Qualitative research methods in health and social care,104HS,Explanation,Health,LS,M,1,1189,52,9,0,0,0,0,0,0,no abstract,22.9,5.8,simple assignment
3120a,data/text_data/bawe_body/3120a.txt,M,1973,English,UKa,BSc Physiotherapy,3120,1,2006-05,Functional Anatomy,116PH,Research report,Health,LS,M,1,1814,75,21,2,2,0,0,0,0,no abstract,24.2,3.6,simple assignment
3121a,data/text_data/bawe_body/3121a.txt,F,1983,French,OSa,MSc HLTM,3121,4,2007-01,Contemporary Issues in International Hospitality and Tourism,P58905,Essay,"Hospitality, Leisure & Tourism Management",SS,D,1,4333,181,32,0,1,0,0,0,0,abstract present,23.9,5.7,simple assignment
3124c,data/text_data/bawe_body/3124c.txt,M,1985,English,UKa,CBS Clinical Physiology,3124,3,2007-01,??,386BIO,Explanation,Health,LS,M,1,2134,72,15,0,2,0,0,0,0,no abstract,29.6,4.8,simple assignment
3125i,data/text_data/bawe_body/3125i.txt,F,1984,Japanese,OSa,BA English Language and Linguistics,3125,2,2005-12,Language and communication,U75121,Exercise,Linguistics,AH,M,1,1912,92,30,0,0,0,3,0,0,no abstract,20.8,3.1,complex but non-compound assignment (see notesStmt for details)
3126a,data/text_data/bawe_body/3126a.txt,F,1985,English,UKa,BA Anthropology and Sociology,3126,2,2006-10,Social Anthopology Theory 1,U20133,Critique,Anthropology,SS,D,1,1055,43,7,0,0,0,0,0,0,no abstract,24.5,6.1,simple assignment
3127b,data/text_data/bawe_body/3127b.txt,F,1964,English,UKa,MA Tesol,3127,4,2006-12,descriptions of English,??,Essay,Linguistics,AH,M,1,3417,154,53,3,0,0,6,4,0,no abstract,22.2,2.9,simple assignment
3128b,data/text_data/bawe_body/3128b.txt,F,1977,Bulgarian,OSa,MA Tesol,3128,4,2007-01,Language learning principles and practices,P70117,Essay,Linguistics,AH,M,1,3227,156,51,0,1,1,0,2,9,no abstract,20.7,3.1,simple assignment
3129a,data/text_data/bawe_body/3129a.txt,F,1987,English,UKa,BA English Studies,3129,2,2006-10,Renaissance Literature,U67020,Essay,English,AH,M,1,2982,103,33,0,0,10,0,0,0,no abstract,29,3.1,simple assignment
3130a,data/text_data/bawe_body/3130a.txt,F,1979,English,UKa,BSc Occupational Therapy,3130,1,2005-11,Partnerships in Practice 1,U43700,Essay,Health,LS,M,1,2923,149,20,0,0,0,0,0,0,no abstract,19.6,7.5,simple assignment
3134e,data/text_data/bawe_body/3134e.txt,F,1979,English,UKa,BA City and regional planning,3134,1,2004-10,"The city, people and diversity",U37702,Essay,Planning,PS,D,1,1496,64,28,1,3,0,0,1,0,no abstract,23.4,2.3,simple assignment
3135c,data/text_data/bawe_body/3135c.txt,F,1986,English,UKa,BA Anthropology and Sociology,3135,1,2005-11,Introduction to Social Anthropology,U20104,Essay,Anthropology,SS,M,1,2232,96,16,0,0,0,0,0,0,no abstract,23.3,6,simple assignment
3138b,data/text_data/bawe_body/3138b.txt,F,1985,English,UKa,BSc Occupational Therapy,3138,2,2006-04,Enabling Occupational Performance,U42521,Narrative recount,Health,LS,M,1,1676,70,11,0,0,0,0,1,0,no abstract,23.9,6.4,simple assignment
3140b,data/text_data/bawe_body/3140b.txt,F,1977,Norwegian,UK3.5,MSc Applied Human Nutrition,3140,4,2006-11,Food Science,P16503,Methodology recount,Food Sciences,LS,D,1,1225,54,18,2,0,0,0,0,0,abstract present,22.7,3,simple assignment
3141b,data/text_data/bawe_body/3141b.txt,F,1967,English,UKa,BSc Occupational Therapy,3141,1,2006-05,Physical dimensions of human occupation,1240T,Explanation,Health,LS,M,1,1682,77,13,0,0,0,0,0,0,no abstract,21.8,5.9,simple assignment
3143a,data/text_data/bawe_body/3143a.txt,F,1980,English,UKa,BSc Midwifery,3143,2,2005-10,Midwifery:evidence for effective practice,U41701,Essay,Health,LS,D,1,3178,137,33,0,0,0,0,5,3,no abstract,23.2,4.2,simple assignment
3145b,data/text_data/bawe_body/3145b.txt,F,1987,English,UKa,BA Philosophy with Sociology,3145,2,2006-12,Philosophy of religion,U73630,Essay,Philosophy,AH,M,1,2566,102,20,0,0,0,0,0,0,no abstract,25.2,5.1,compound assignment consisting of 2 parts (see notesStmt for details)
3146b,data/text_data/bawe_body/3146b.txt,F,1985,English,UKa,DipHE Architecture,3146,3,2006-02,Technology,U30033,Proposal,Architecture,PS,M,1,1243,62,21,0,12,0,0,10,5,no abstract,20,3,simple assignment
3147e,data/text_data/bawe_body/3147e.txt,F,1986,English,UKa,BA English and Philosophy,3147,2,2005-11,Romantic core,U67021,Essay,English,AH,M,1,3006,139,27,0,0,10,0,0,0,no abstract,21.6,5.1,simple assignment
